mssv,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8,dtbhk_9,dtbhk_10,dtbhk_11,dtbhk_12,dtbhk_13,dtbhk_14,dtbhk_15,dtbhk_16,dtbhk_17,dtbhk_18,dtbhk_19,dtbhk_20,dtbhk_21,dtbhk_22,dtbhk_23,dtbhk_24,dtb_toankhoa
68E760BFXPvAibaEXe8ooYk4mkUGmPtFJ8yRjfYR,6.43,5.97,7.69,8.06,7.79,7.14,8.42,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.42
3E8BEBA4XPvAibaEXe8ooYk4mkUGmLmviNJ02P9C,4.08,3.65,7.5,5.93,6.82,8,6.83,7,6.16,4.89,6,7.49,6.63,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.79
2684ACC5XPvAibaEXe8ooYk4mkUGmHAqCSzIJiAb,6.68,7.8,8.05,7.76,7.83,6.36,7.13,8.43,7,8.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.72
C6D87955XPvAibaEXe8ooYk4mkUGmC0EOMKX8NpL,6.07,5.97,7.71,6.79,5.96,5.76,6.96,6.76,7.18,6.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.79
78C9EA49XPvAibaEXe+vL6q6thZ0NhALeRXc2ArA,6.18,1,5.31,7.74,6.85,5.05,7.3,7.4,6.69,7.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.19
9164BFFEXPvAibaEXe+vL6q6thZ0NrH0BwM08sWH,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
72CEA909XPvAibaEXe+vL6q6thZ0NkWLVg2Q6x2D,6.64,7.64,7.79,7.03,6.56,6.64,6.61,5.92,7.94,8.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.22
2228C44BXPvAibaEXe+vL6q6thZ0NpZHB2a6uthQ,7.5,8,8.9,7.91,5.78,6.97,7.28,7.82,8.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.74
DEE53B1AXPvAibaEXe+vL6q6thZ0Nu5juVpB1ljH,5.95,4.32,4.05,7.38,6.28,7.17,7.48,6.45,5.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.7
2601F969XPvAibaEXe+vL6q6thZ0NorUQsvd9KWl,3.78,1.93,2.5,5.31,1.34,0,0.34,0,1.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.22
8066FACDXPvAibaEXe+vL6q6thZ0NqMsVHCr8Wd5,4.34,5.95,7.4,6.98,7.32,7.41,7.75,6.95,6.56,7.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.38
9B2F7CECXPvAibaEXe+UdHzq6I3zLTsU/1RpX7B3,6.36,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.18
44CC1F28XPvAibaEXe+UdHzq6I3zLSROqMrw2dI+,4.5,4.1,4.93,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.36
8DC6EBA8XPvAibaEXe+UdHzq6I3zLfwEWSlT5/E/,4.02,4.64,6.5,5.58,5.8,6.9,7.1,7.13,7.18,7.29,6.9,7.7,7.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.8
501D7B8DXPvAibaEXe+UdHzq6I3zLeTyswAMFZzS,5.18,4.58,5.27,2.55,0.12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.59
320B887AXPvAibaEXe+UdHzq6I3zLfdLeFbIOUbf,7.7,8.58,10,8.49,8.66,7.73,8.61,9.01,9,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.49
4AC9F9E4XPvAibaEXe+UdHzq6I3zLQSsBHPvoJtf,6.77,6.92,5.5,7.62,7.3,6.85,7.08,7.53,8.11,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.34
2CE33A2EXPvAibaEXe+UdHzq6I3zLR6F2C3jS/1u,6.09,4.5,6.5,6.83,6.31,6.6,7.61,6.94,7.8,7.76,8.29,7.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.25
E1F9F646XPvAibaEXe+UdHzq6I3zLT1fBP9YP5cR,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
FE7E4CC2XPvAibaEXe8wMpKQnQ7j6Ih9R01KveHG,6.84,5.9,7.13,6.84,8.08,8.66,8.5,8.41,7.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.38
4DE94F90XPvAibaEXe8wMpKQnQ7j6HMlGtDAS6Rl,5.64,5.3,6.75,7.3,7.99,6.53,6.29,8.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.02
639ECEE5XPvAibaEXe8wMpKQnQ7j6I/wuWdLE4Gg,4.84,4.03,4.37,4.94,4.25,5.45,4.72,2.4,0.98,4.14,0.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.19
89E25558XPvAibaEXe8wMpKQnQ7j6PDXTmeMiVTw,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
5688EF7BXPvAibaEXe8wMpKQnQ7j6N3au2DJ/ayN,5.68,5.5,5,6.54,6.88,7.22,5.58,6.78,8.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.88
53BD35B7XPvAibaEXe8wMpKQnQ7j6BmKJsrjnKQb,3.86,3.3,3.9,5.93,6.22,4.39,5.54,5.4,6.64,6.79,5,5.92,6.2,5.2,6.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.64
B07DB2D5XPvAibaEXe8wMpKQnQ7j6PeL0JGTuD9x,6.73,7.52,9,8.06,8.62,9.13,8.03,8.48,8.35,8.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.16
E40BE770XPvAibaEXe8wMpKQnQ7j6FCNcAxuNF2I,3.61,2.7,3.7,3.28,5.11,7.62,6.77,3.95,6.57,5.7,4.14,4.23,3.36,2,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.21
6668D44AXPvAibaEXe99GOtI/HwJhanR/t567SdC,4.59,2.71,6.17,7.22,5.4,7,6.44,7.43,7.42,8.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.1
073017B5XPvAibaEXe99GOtI/HwJhbPV+ZJNjoLY,5.89,5.26,5.75,6.1,6.44,7.08,6.78,6.84,8.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.66
8768F8C6XPvAibaEXe99GOtI/HwJhbjQYtWWcC2q,6.11,3.65,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.66
A465B59BXPvAibaEXe99GOtI/HwJhTcVZiHi+eIc,6.61,6.65,7.17,7.17,6.88,7.54,8.69,8.8,8.6,8.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.57
76BBD44BXPvAibaEXe99GOtI/HwJhfnsANkwbGH8,5.89,2,2.5,6,6.19,5.85,2.25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.96
58DEC626XPvAibaEXe99GOtI/HwJhc7sNQN4+/Pa,5.32,4.74,7.36,6.61,6.54,8,8.32,7.9,8.87,8.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.38
EBB79892XPvAibaEXe99GOtI/HwJhdMd8xeZ4JnD,6.83,6.08,8,6.79,7.09,6.68,7.6,6.24,7.23,7.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.14
A64F2D22XPvAibaEXe99GOtI/HwJhVKeP4xqNblh,5.84,4.26,2.79,3.6,2.16,0.68,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.62
149BDD84XPvAibaEXe9CtFSNMbfIz6gM1EejySf8,6.78,7.6,10,7.9,8.44,8.01,8.73,8,8.81,7.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.16
3E709F5DXPvAibaEXe9CtFSNMbfIzx524w+bBj/E,5.42,5.91,5,6.12,5.08,2.69,4.51,7.11,8.5,5.39,6.21,0.3,2.57,4.4,3.26,8.42,-1,-1,-1,-1,-1,-1,-1,-1,6.94
C9D228D3XPvAibaEXe9CtFSNMbfIz5anWOr7fOCK,5.36,5.14,5.75,6.33,7.05,9.39,7.22,7.03,6.98,8.94,7.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.07
0A0624B8XPvAibaEXe9CtFSNMbfIz13+0RDE3Ypj,5.09,2.93,0,7.05,6.45,5.97,6.37,5.87,2.3,6.94,7.17,4.57,4.7,5.68,5.76,5.2,-1,-1,-1,-1,-1,-1,-1,-1,6.6
4EB4A219XPvAibaEXe9CtFSNMbfIz050rH+pGAqb,5.07,3.6,3.75,5.74,4.47,3.6,6.93,8.24,6.92,6.33,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.87
1167D435XPvAibaEXe9CtFSNMbfIz9uO8zWPyxcF,6.72,4.1,6.34,5.75,5,7.01,6.84,4.85,6.55,1.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.37
A94C53D3XPvAibaEXe9CtFSNMbfIzwaQ8b7n0Srn,7.93,7.69,7.15,7.18,8.02,7.31,7.71,9.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.84
37930AD7XPvAibaEXe9CtFSNMbfIz8i9KHQMn+p1,6.2,6.76,7.35,7.28,6.61,8,7.94,8.41,7.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.42
0A049F45XPvAibaEXe9CtFSNMbfIz9qE7i0Fu4My,6.73,7,7.77,8.03,8.5,8.97,9.1,7.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.97
88ECBC0CXPvAibaEXe9ysTifnGoMwZfPSrNzX56n,5.22,6.32,5.86,4.19,4.7,5.48,5.66,6.66,6.08,5.7,5.65,7.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.46
A793EAA2XPvAibaEXe9ysTifnGoMwTB47/nP51+Z,6.34,6.61,8.5,7.61,8.24,7,7.78,7.82,8.06,7.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.5
FD5965BFXPvAibaEXe9ysTifnGoMwRKCXHuX1Wkm,5.73,6.37,4.93,5.96,5.95,6.92,6.9,6.76,6.9,8,5.14,8.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.03
AC307607XPvAibaEXe9ysTifnGoMwZzfZWEvu8Ni,5.42,2.56,3.59,3.04,4.26,2.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.08
F2696E85XPvAibaEXe9ysTifnGoMwT5kAXkjtPqR,7.14,5.24,6.52,6.91,7.39,7.76,8.15,8.07,7.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.55
17ABFF8BXPvAibaEXe9ysTifnGoMwYzIolUfgf2Y,6,4.94,7.07,6.96,8.7,7.6,7.29,9.3,8.2,7.93,7.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.35
242ADB97XPvAibaEXe9ysTifnGoMwfpn00Jzt4a2,5.42,3.76,6.4,7.43,4.67,6.55,7.53,6.7,6.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.6
FE25A31FXPvAibaEXe9ysTifnGoMwXLM1KaSxzuV,7.14,7.14,7.5,7.63,7.68,8.29,8.33,8.04,8.2,8.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.81
FF5BFE8AXPvAibaEXe9ysTifnGoMwSIhZIOZGH/s,6.05,5.69,4.75,6.26,6.03,6.76,5.22,6.08,7.22,6.49,6.09,5.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.5
931C7551XPvAibaEXe9ysTifnGoMwRbIrVzkrPrw,4.41,4.25,3,4.83,3.84,0.85,3.33,0.69,0.22,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.06
C78522F6XPvAibaEXe+PhKfQb0+XJ+23aVlRLh8x,5.82,7.4,6.9,7.57,7.4,7.29,7.77,0,6.81,7.4,6.6,0,8.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.75
CF64EF5DXPvAibaEXe+PhKfQb0+XJ/i3djEe18Vw,6.8,4.88,6.77,6.13,7.75,7.85,6.59,7.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.09
1C3D8B35XPvAibaEXe+PhKfQb0+XJ8AdRGrKHKPg,7.36,7.08,7.14,8.55,8.41,8.56,8.1,8.1,9.1,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.12
FCF45D05XPvAibaEXe+PhKfQb0+XJ1k496G8BNe/,4.55,4.03,7.5,4.07,2.88,7.4,4.46,1.89,7.85,1.49,0.69,1.23,0.43,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.19
97C2C03FXPvAibaEXe+PhKfQb0+XJ2fDNXQs9az5,5.95,5.21,5.81,6.53,7.4,7.38,7.84,7.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.05
12366023XPvAibaEXe+PhKfQb0+XJ9/8933Iy6CC,4.89,2.39,3.52,4.03,4.05,3.97,2.45,5.07,3.96,5.97,6.21,5.97,3.04,3.46,4.14,4.06,5.39,6.7,-1,-1,-1,-1,-1,-1,6.54
91851198XPvAibaEXe+PhKfQb0+XJw6szcGPmTVZ,7.36,7.89,8.04,9.04,8.09,8.28,8.3,8.18,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.14
8A298ECAXPvAibaEXe+PhKfQb0+XJ+kXHQSu4bQz,8.2,8.83,8.64,8.66,9.44,9.3,9.25,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.88
BE044B74XPvAibaEXe+PhKfQb0+XJzDcPdSEGLgk,5.98,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.29
0AEC516DXPvAibaEXe+PhKfQb0+XJ16iun5xSwp1,6.73,6.36,7.08,6.35,7.1,7.64,6.2,6.41,8.5,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.3
F03B1465XPvAibaEXe97hU2RTHdNnBRrvP91HIpv,8.09,8.19,8.33,8.96,9.48,9.2,9.12,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.71
483CDFA0XPvAibaEXe97hU2RTHdNnNgOjGYTeaj2,6.84,7.81,7.36,8.07,7.43,7.98,7.31,7.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.51
FF648425XPvAibaEXe97hU2RTHdNnAuHAKPICPTO,6.82,6.95,8.5,6.61,7.87,8.22,7.25,5.23,4.77,4.25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.69
A05F7B75XPvAibaEXe97hU2RTHdNnATS1tMYdhSj,5,3.3,8.5,6.79,2.37,6.7,7.48,7.1,6.89,6.86,0,7.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.05
21F2C6C1XPvAibaEXe97hU2RTHdNnJKy2oLy/QXC,6.77,7.78,7,7.64,7.64,6.85,6.81,6.95,9.14,8,8.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.65
CD7A6C19XPvAibaEXe97hU2RTHdNnNIGUUu3Ml4m,8.05,7.95,8.2,8.46,8,7.47,7.06,8.13,9.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.02
CD52678BXPvAibaEXe97hU2RTHdNnHA5E5DKdC+D,8.11,8.61,9,8.23,7.63,8.89,8.94,9.43,9.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.68
BF1985B5XPvAibaEXe97hU2RTHdNnFa4YmiJOSyc,5.52,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.57
B5555906XPvAibaEXe97hU2RTHdNnD7ewXgRdfmS,6.68,7.48,8.5,6.66,7.44,7.35,8.19,7.93,7.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.49
DD546632XPvAibaEXe97hU2RTHdNnAE0e73cXR9H,6.25,4.42,7.27,6.69,6.63,8.15,7.34,7.53,8.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.17
A5D9196EXPvAibaEXe/caEx4rNa5qSnrNv0G2wDZ,6.59,7.13,7.89,8.36,7.96,7.88,7.32,8.25,8.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.66
7D458579XPvAibaEXe/caEx4rNa5qUtI1gfaPJvU,5.39,1.89,4.25,2.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.99
BDCC270CXPvAibaEXe/caEx4rNa5qeZDKQBCuIHR,5.8,1.77,0,5.43,7.21,7.41,7.36,6.4,4.85,5.47,0,1.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.97
CB36ADA7XPvAibaEXe/caEx4rNa5qRJOcczZFsXE,6.11,5.65,8.07,5.78,6.27,5.91,7.16,6.7,6.34,7.16,7.73,6.45,7.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.88
73ACB42FXPvAibaEXe/caEx4rNa5qUHLvhqz3Ryo,4.61,4.04,3.61,5.49,6.15,5.2,4.92,4.96,6.17,5.08,4.64,5.48,5.08,3.97,6.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.06
818A2EE0XPvAibaEXe/caEx4rNa5qRu1qeWo48Iw,6.89,6.74,7.21,6.63,8.54,6.2,8.21,8.25,8.22,8.59,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.85
9AEF5DB4XPvAibaEXe/caEx4rNa5qfIzIl5Ey4O8,7.27,7.98,7.39,8.17,7.12,8.06,7.31,7.24,8.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.62
534F880CXPvAibaEXe/caEx4rNa5qYi8oannUiVw,7.36,8.02,7.76,7.81,8.83,8.58,8.61,9.06,9.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.25
D5AC7162XPvAibaEXe/caEx4rNa5qUnjFyjC1j1t,4.44,2.41,6.25,4.24,8.3,3.43,2.58,2.73,0.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.79
B637FAB1XPvAibaEXe/caEx4rNa5qYP2cYHJoMrY,6,6.74,8.23,6.98,7,6.42,6.69,7.17,5.31,7.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.08
1144C476XPvAibaEXe/FejQN8/S5fMTeBtQ6DFpo,5.16,6.13,4,6.74,5.54,8.75,6.89,7.29,7.72,6.86,7.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.47
EF1CC696XPvAibaEXe/FejQN8/S5fEIReZ4QsFjV,5.48,5.87,6.6,6.16,6.79,6.85,6.5,6.3,4.71,6.29,6.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.87
62464061XPvAibaEXe/FejQN8/S5fFT8yNMVC8wh,6.05,2.52,3.5,6.52,7.09,7.01,5.7,6.03,3.62,2.6,5.3,1.3,6.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.41
84F1726EXPvAibaEXe/FejQN8/S5fHF/hPdc4T81,5.71,6.12,0,7.22,6,3.32,4.53,4.54,4.02,4.11,0,2.79,3.49,5.58,2.59,3.03,3.02,1.29,4.15,0.3,3.2,-1,-1,-1,5.99
BC65D2E0XPvAibaEXe/FejQN8/S5fEZI8hvygtaX,7.23,6.08,6.9,7.94,7.44,7.03,7.5,8.21,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.31
63643D3FXPvAibaEXe/FejQN8/S5fP6il1UtZeIt,6.02,5.66,6.31,6.84,7.05,6.08,6.27,8.55,5.87,5.64,0,6.77,7.05,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.07
1874573AXPvAibaEXe/FejQN8/S5fLmLJ8y3qJ+f,7.84,8.24,7.98,7.78,9.45,8.58,8.78,9.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.4
292A16A3XPvAibaEXe/FejQN8/S5fLl7v93zX8+w,6.84,6.84,7.79,7.73,8.41,8.22,8.26,8.26,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.89
B55901AAXPvAibaEXe/FejQN8/S5fMZXWPtKAshB,7.91,8.53,8.46,8.58,5.85,8.73,7.97,8.39,8.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.26
19BAC22EXPvAibaEXe9fwZBwsCOuQFXDcIBIsL6u,6.59,7.33,8.29,7.18,7.56,6.4,7.52,7.71,7.4,8.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.49
7DD67D55XPvAibaEXe9fwZBwsCOuQDQOEu4l2Y3B,6.02,6.08,6.63,7.31,7.55,6.31,6.74,7,7.04,6.25,8.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.22
F2172708XPvAibaEXe9fwZBwsCOuQBWO6yBIlUld,7.32,6.32,8.79,7.55,8.43,8.16,7.91,7.6,8.32,8.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.82
882C1D7FXPvAibaEXe9fwZBwsCOuQPUdyMrENQrr,6.84,8.26,8.29,9.17,9.42,9.23,9.49,9.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.64
71ABA6D5XPvAibaEXe9fwZBwsCOuQNwK1At3AEjT,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
F5B93650XPvAibaEXe9fwZBwsCOuQP8xr51qwnX+,6.31,2.53,5.22,2.32,0.25,1.71,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.49
03810112XPvAibaEXe9fwZBwsCOuQPoWCjpy04cL,4.98,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.74
FD4D8D5EXPvAibaEXe9MLbI3cCq2BCl9gcft6mvc,6.7,6.76,4.9,6.59,6.41,5.71,5.92,6.59,5.74,6.29,0,7.3,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.56
954668C3XPvAibaEXe9MLbI3cCq2BJdrrPOjifym,7.19,8.16,8.08,7.94,7.91,8.14,7.9,8.17,9.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.16
4135C463XPvAibaEXe9MLbI3cCq2BKLIIExgCBvG,4.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.44
093A9E7EXPvAibaEXe9MLbI3cCq2BDkMZ2Fgf9nI,6.14,5.3,7.03,8.29,7.32,7.92,7.05,7.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.15
79F1E4DFXPvAibaEXe9MLbI3cCq2BHgHnnweUs+t,4.43,3.86,5.3,0,3.69,1.71,1.12,4.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.11
816C6BFBXPvAibaEXe9MLbI3cCq2BBTsVGnf8rFZ,4.73,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.81
BD8E0272XPvAibaEXe9MLbI3cCq2BM8G4ydm6iN2,6.14,4.55,7.87,7.1,7.59,8.02,7.4,8.4,7.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.4
8ADDAE76XPvAibaEXe9MLbI3cCq2BDREIQt1DfUQ,5.05,4.84,5.09,4.19,6.8,6.53,4.41,7.81,3.19,4.66,0,3.82,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.21
4AFE5A8EXPvAibaEXe9MLbI3cCq2BMqcbjt1Z6h0,6.93,3.88,6.63,5.13,7.55,7.3,8.64,7.24,9.5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.53
7134F004XPvAibaEXe9eSUilQ3V71iW9jk0tCHGd,6.45,6.93,9.5,7.76,7.32,7.49,7.63,8.21,7.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.6
20EDFE1EXPvAibaEXe9eSUilQ3V71hhIIr/gp7Hl,3.45,4.94,5.93,5.14,4.69,6.33,5.01,5.34,5.7,6.53,5.68,4.87,4.91,2.68,5.1,3.09,0,3.5,4.29,-1,-1,-1,-1,-1,5.79
5AF99462XPvAibaEXe9eSUilQ3V71stEO0A2Foy9,5.5,6.61,7.93,6.4,7.04,6.55,6.25,6.04,6.33,8.5,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.2
8243FB32XPvAibaEXe9eSUilQ3V71jduVbuxe6rY,6.45,6.67,7.39,7.88,8.7,7.79,6.5,7.76,7.81,1.71,8.3,7.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.06
